
Creation Date,Purchase Date,Fiscal Year,LPA Number,Purchase Order Number,Requisition Number,Acquisition Type,Sub-Acquisition Type,Acquisition Method,Sub-Acquisition Method,Department Name,Supplier Code,Supplier Name,Supplier Qualifications,Supplier Zip Code,CalCard,Item Name,Item Description,Quantity,Unit Price,Total Price,Classification Codes,Normalized UNSPSC,Commodity Title,Class,Class Title,Family,Family Title,Segment,Segment Title,Location
01/22/2014,01/21/2014,2013-2014,,365D3004,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),"Highway Patrol, California",1755837,PIA,,,NO,CHAIRS,CHAIRS,2,$260.00,$520.00,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,
02/11/2014,,2013-2014,1-13-70-01A,REQ0012051,REQ0012051,IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1755386,"Western Blue, an NWN Company",,,NO,E-Waste Fee,E-Waste Fee,82,$4.00,$328.00,,,,,,,,,,
12/04/2013,12/05/2013,2013-2014,3-13-70-2558B,3002-310,,IT Services,,CMAS,,"Food and Agriculture, Department of",52999,"CPAIGE Enterprises, Inc dba Interactive Consultancy",CA-MB CA-SB,95758,NO,IT consulting,Enhancements and modifications for a new web-based application,1,$33990.00,$33990.00,43232314,43232314,,,,,,,,"95758
(38.424655, -121.438065)"
09/04/2013,08/28/2013,2013-2014,,4500196268,,NON-IT Goods,,State Programs,Office of State Printing (OSP),"Corrections and Rehabilitation, Department of",1755837,PIA,,,NO,coffee,coffee,1,$15483.60,$15483.60,10152008,10152008,,,,,,,,
09/27/2013,09/05/2013,2013-2014,,13-201-0036,,NON-IT Goods,,Informal Competitive,,"State Hospitals, Department of",13023,THE OFFICE CITY,CA-SB,94065,NO,Pencils,"Pencils, black lead",100,$0.82,$82.00,44121706,44121706,Wooden pencils,44121700,Writing instruments,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,"94065
(37.534305, -122.247522)"
09/05/2013,09/05/2013,2013-2014,,4500197374,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),"Corrections and Rehabilitation, Department of",1755837,PIA,,,NO,Bread,Wheat Bread,1,$55894.05,$55894.05,50181901,50181901,Fresh bread,50181900,Bread and biscuits and cookies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products,
09/11/2013,09/06/2013,2013-2014,,13560040,,NON-IT Goods,,Informal Competitive,,"State Hospitals, Department of",1757528,Baker Supplies & Repairs,,,NO,Deck Mount Bushing,Deck Mount Bushing #282575,4,$1.95,$7.80,31171607,31171607,Wear bushing,31171600,Bushings,31170000,Bearings and bushings and wheels and gears,31000000,Manufacturing Components and Supplies,
01/08/2014,01/02/2014,2013-2014,,4500213943,,NON-IT Goods,,NCB,,"Corrections and Rehabilitation, Department of",1027701,New Readers Press,,13235,NO,Easy Money,Easy Money,7,$10.90,$76.30,55101509,55101509,Educational or vocational textbooks,55101500,Printed publications,55100000,Printed media,55000000,Published Products,"13235
(43.047945, -76.147448)"
09/20/2013,,2013-2014,1-13-70-02A,REQ0011189,REQ0011189,IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1755386,"Western Blue, an NWN Company",,,NO,E-Waste Fee,E-Waste Fee,1,$3.00,$3.00,76122408,76122408,State county local waste or recycle fee,76122400,Refuse disposal and treatment fees,76120000,Refuse disposal and treatment,76000000,Industrial Cleaning Services,
09/20/2013,09/18/2013,2013-2014,7-11-51-02,13560049,,NON-IT Goods,,WSCA/Coop,,"State Hospitals, Department of",1001584,Grainger Industrial Supply,,95691,NO,Duct Tape,Duct Tape,12,$3.50,$42.00,31201501,31201501,Duct tape,31201500,Tape,31200000,Adhesives and sealants,31000000,Manufacturing Components and Supplies,"95691
(38.575311, -121.560401)"
09/29/2013,09/29/2013,2013-2014,,4500192020,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",1000709,US FOODSERVICE,,,NO,"Yeast, Baker, Instant, 20/1 lb per case","Yeast, Baker, Instant, 20/1 lb per case",260,$2.58,$670.80,50181710,50181710,,,,,,,,
03/26/2014,03/24/2014,2013-2014,1-14-89-03,4500225862,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",34872,Adolph Inc.,CA-SB CA-SBE SB,93720,NO,Margarine readies,Margarine readies,1,$7119.00,$7119.00,50151516,50151516,,,,,,,,"93720
(36.85932, -119.759328)"
10/22/2013,,2013-2014,1-09-70-03C,REQ0011407,REQ0011407,IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1087660,Technology Integration Group,MBE,95814,NO,"Tape Media for LTO4-120 tape drive, 800GB/1.6TB, 1 Pack","Tape Media for LTO4-120 tape drive, 800GB/1.6TB, 1 Pack",24,$38.24,$917.76,,,,,,,,,,"95814
(38.580427, -121.494396)"
10/22/2013,,2013-2014,1-09-70-03C,REQ0011407,REQ0011407,IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1087660,Technology Integration Group,MBE,95814,NO,LTO Taper Cleaner,LTO Taper Cleaner,2,$52.69,$105.38,,,,,,,,,,"95814
(38.580427, -121.494396)"
04/15/2015,04/20/2015,2014-2015,,86,,NON-IT Goods,,Fair and Reasonable,,"Fish and Wildlife, Department of",0,Unknown,,,YES,Seed,Japanese Millet Milo Safflower,1,$5225.00,$5225.00,"10151615
50221103",10151615,,,,,,,,
11/19/2013,11/18/2013,2013-2014,,4500204510,,NON-IT Goods,,SB/DVBE Option,,"Water Resources, Department of",1755530,TDM Supply,CA-MB CA-SB,,NO,"BOLT,EYE,RING,HOIST,SWIVEL,5/8""-11","BOLT,EYE,RING,HOIST,SWIVEL,5/8""-11",8,$129.00,$1032.00,31161610,31161610,Eye bolts,31161600,Bolts,31160000,Hardware,31000000,Manufacturing Components and Supplies,
10/10/2013,10/10/2013,2013-2014,1-13-70-02A,0474-2013,,IT Goods,,Statewide Contract,,California Emergency Management Agency,1755386,"Western Blue, an NWN Company",,,NO,E-WASTE,E-WASTE FEE,22,$3.00,$66.00,76122305,76122305,Recycling of computer based products,76122300,Recycling services,76120000,Refuse disposal and treatment,76000000,Industrial Cleaning Services,
10/15/2013,10/11/2013,2013-2014,7-11-51-02,4500203203,,NON-IT Goods,,WSCA/Coop,,"Water Resources, Department of",1001584,Grainger Industrial Supply,,95691,NO,Impact driver kit,Impact driver kit,1,$271.60,$271.60,27112720,27112720,Torque tools,27112700,Power tools,27110000,Hand tools,27000000,Tools and General Machinery,"95691
(38.575311, -121.560401)"
10/09/2013,09/30/2013,2013-2014,,S3917007,,NON-IT Goods,,Fair and Reasonable,,"Parks & Recreation, Department of",47810,CAL COAST PROMOPRODUCTS,,93033,NO,Uniform,Uniform,1,$1845.00,$1845.00,53102717,53102717,,,,,,,,"93033
(34.162951, -119.150846)"
10/23/2013,10/25/2013,2013-2014,1-11-87-17C,PO232325,,NON-IT Goods,,Statewide Contract,,"Fish and Wildlife, Department of",1752282,"Nelson & Sons, Inc",,,NO,Fish Food,3.5mm Trout Flt.,10000,$0.48,$4750.00,10121702,10121702,Fish food pellets,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies,
11/05/2013,11/05/2013,2013-2014,,4500206367,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",1026891,Craftmaster Hardware Co Inc,,7647,NO,rings,rings,6772.5,$1.00,$6772.50,31162411,31162411,Snap rings,31162400,Miscellaneous fasteners,31160000,Hardware,31000000,Manufacturing Components and Supplies,"7647
"
08/26/2014,08/22/2014,2014-2015,,C440-5063,,NON-IT Goods,,Informal Competitive,,"Statewide Health Planning & Development, Office of",1033180,"Franklin Young International, Inc.",CA-DVBE CA-MB CA-SB CDVBE,91784,NO,post-it notes,post it notes,25,$6.43,$160.75,14111829,14111829,,,,,,,,"91784
(34.137067, -117.659127)"
10/18/2013,10/18/2013,2013-2014,1-12-65-65-01-E,W0000487,,NON-IT Goods,,Statewide Contract,,"Veterans Affairs, Department of",1752319,McKesson Medical - Surgical Minnesota Su,,,NO,adult diapers,adult diapers,1,$2777.60,$2777.60,53102306,53102306,Adult diapers,53102300,Undergarments,53100000,Clothing,53000000,Apparel and Luggage and Personal Care Products,
11/13/2013,11/13/2013,2013-2014,5-08-89-15,4500207336,,NON-IT Goods,,Statewide Contract,,Correctional Health Care Services,1758151,US Foodservice,,,NO,food/snacks,snacks,1,$474.15,$474.15,50193101,50193101,Instant snack mixes,50193100,Instant mixes and supplies,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,
11/18/2013,11/15/2013,2013-2014,,645D3006,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),"Highway Patrol, California",1755837,PIA,,,NO,Chair,Chair,1,$546.00,$546.00,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,
12/27/2013,12/04/2013,2013-2014,1-10-75-60A,4500205028,,NON-IT Goods,,Statewide Contract,,"Water Resources, Department of",1087660,Technology Integration Group,,95814,NO,"TONER CARTRIDGE,BLK,HP #CB380A","TONER CARTRIDGE,BLK,HP #CB380A",6,$183.61,$1101.66,44103127,44103127,,,,,,,,"95814
(38.580427, -121.494396)"
11/15/2013,10/25/2013,2013-2014,7-11-51-01,4500203743,,NON-IT Goods,,WSCA/Coop,,"Water Resources, Department of",1013057,Fastenal,,90640,NO,"SHACKLE,SCREW PIN,1-1/2""","SHACKLE,SCREW PIN,1-1/2""",9,$102.88,$925.92,31162803,31162803,Shackles,31162800,Miscellaneous hardware,31160000,Hardware,31000000,Manufacturing Components and Supplies,"90640
(34.01573, -118.113367)"
11/07/2013,11/04/2013,2013-2014,,S3260008,,NON-IT Goods,,Formal Competitive,,"Parks & Recreation, Department of",1759075,Southwick & Sons Trucking,,,NO,Rice Hulls,Rice Hulls,6,$950.00,$5700.00,11121809,11121809,Straw,11121800,Plant fibers,11120000,Non edible plant and forestry products,11000000,Mineral and Textile and Inedible Plant and Animal Materials,
12/09/2013,12/13/2013,2013-2014,1-11-87-17C,986,,NON-IT Goods,,Statewide Contract,,"Fish and Wildlife, Department of",1752282,"Nelson & Sons, Inc",,,NO,fish food,2.5MM Classic Fry,10000,$0.57,$5700.00,10121702,10121702,Fish food pellets,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies,
12/27/2013,12/26/2013,2013-2014,,4500213518,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",1730366,Elements Food Group,CA-SB,91763,NO,oatmeal,oatmeal,1,$11176.80,$11176.80,50221101,50221101,Cereal grains,50221100,Cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products,"91763
(34.071744, -117.698448)"
12/11/2013,12/11/2013,2013-2014,,3173359,,NON-IT Services,Legal Services,NCB,,"General Services, Department of",1759835,Ron Kelly,,,NO,Arbitration Services,Contractor will provide services as an arbitrator,1,$5000.00,$5000.00,80122001,80122001,,,,,,,,
12/18/2013,10/30/2013,2013-2014,,P3810AHQ,,NON-IT Goods,,Fair and Reasonable,,"Conservation Corps, California",1760022,Dixieline Lumber Company,,,YES,Touch Up Paint,12oz Elevation Paint,3,$32.00,$96.00,31211507,31211507,Spray paints,31211500,Paints and primers,31210000,Paints and primers and finishes,31000000,Manufacturing Components and Supplies,
12/11/2013,12/11/2013,2013-2014,1-12-75-04,3173407,,NON-IT Goods,,Statewide Contract,,"General Services, Department of",1744915,Response Envelope,,,NO,ENVELOPE,ENVELOPE,1,$11990.00,$11990.00,44121506,44121506,Standard envelopes,44121500,Mailing supplies,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,
01/07/2014,09/23/2013,2013-2014,1-13-89-50,SN353046,,NON-IT Goods,,Statewide Contract,,"Developmental Services, Department of",1756637,Earthgrains Baking company,,,NO,Dinner Rolls,"Wheat, 12/pk",205,$1.59,$325.95,50181901,50181901,Fresh bread,50181900,Bread and biscuits and cookies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products,
12/30/2013,12/19/2013,2013-2014,,13-G0236,,NON-IT Goods,,Fair and Reasonable,,"Pesticide Regulation, Department of",1760284,"Trophy Awards MFG, Inc.",,,NO,Awards,awards,32,$56.48,$1807.36,49101702,49101702,Trophies,49101700,Awards,49100000,Collectibles and awards,49000000,Sports and Recreational Equipment and Supplies and Accessories,
01/16/2014,08/15/2013,2013-2014,,CFF 4916,,NON-IT Goods,,LCB,,Children and Families Commission,1751519,PC Specialist Inc dba TIG (Technology Integration Group),,,NO,Black toner,Black toner for HP 36A,2,$52.79,$105.58,44103127,44103127,,,,,,,,
12/30/2013,06/10/2013,2013-2014,,2PA2N121,,IT Goods,,State Programs,Prison Industry Authority (PIA),"Forestry and Fire Protection, Department of",1755837,PIA,,,NO,CONFERENCE CHAIRS,CONFERENCE CHAIRS,9,$287.00,$2583.00,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,
06/18/2014,06/18/2014,2013-2014,,4500239165,,NON-IT Goods,,Fair and Reasonable,,Correctional Health Care Services,1755858,Isaac Hearne MD PC,,,NO,Kerataconus,boston ES,1,$150.00,$150.00,31161610,31161610,Eye bolts,31161600,Bolts,31160000,Hardware,31000000,Manufacturing Components and Supplies,
04/25/2014,03/06/2014,2013-2014,,4500208180,,NON-IT Goods,,SB/DVBE Option,,"Water Resources, Department of",1755530,TDM Supply,CA-MB CA-SB,,NO,"NUT,JAM, HEX THIN","NUT,JAM, HEX THIN",300,$0.04,$12.00,31161740,31161740,Bolt nut,31161700,Nuts,31160000,Hardware,31000000,Manufacturing Components and Supplies,
04/04/2014,03/10/2014,2013-2014,,4500223362,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),"Corrections and Rehabilitation, Department of",1755837,PIA,,,NO,coffee,coffee,1,$19710.00,$19710.00,50201706,50201706,Coffee,50201700,Coffee and tea,50200000,Beverages,50000000,Food Beverage and Tobacco Products,
01/27/2014,,2013-2014,1-13-70-01A,REQ0011719,REQ0011719,IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1755386,"Western Blue, an NWN Company",,,NO,HP CPQ LA2405X 24-In LED Monitor,HP CPQ LA2405X 24-In LED Monitor,4,$208.00,$832.00,,,,,,,,,,
06/25/2014,06/24/2014,2013-2014,,P1301169,,NON-IT Goods,,Fair and Reasonable,,Franchise Tax Board,2319,Burkett's Office Supplies,CA-SB CA-SBE SB,95828,NO,chairs,chairs,1,$695.00,$695.00,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"95828
(38.484836, -121.399547)"
01/02/2014,01/02/2014,2013-2014,,4500214269,,NON-IT Goods,,Services are specifically exempt by policy,,"Corrections and Rehabilitation, Department of",1754190,"World Book, Inc.",SB,,NO,WORLD BOOK,BOOKS,1,$5514.00,$5514.00,55101509,55101509,Educational or vocational textbooks,55101500,Printed publications,55100000,Printed media,55000000,Published Products,
01/16/2014,01/16/2014,2013-2014,,3029-560,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),"Food and Agriculture, Department of",1755837,PIA,,,NO,chairs,chairs,2,$520.00,$1040.00,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,
01/09/2014,01/07/2014,2013-2014,,13-G0247,,NON-IT Goods,,Informal Competitive,,"Pesticide Regulation, Department of",10803,River City Office Supply,CA-SB,95811,NO,Notebook,notebook,12,$4.90,$58.80,14111514,14111514,Paper pads or notebooks,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,"95811
(38.581053, -121.488564)"
01/07/2014,01/07/2014,2013-2014,,X1164,,NON-IT Goods,,Fair and Reasonable,,"Justice, Department of",19921,GP Development,,95660,NO,parts and service for generators,(3) Seal,3,$135.00,$405.00,31411904,31411904,Rubber on metal or plastic molded seal,31411900,Molded seals,31410000,Seals,31000000,Manufacturing Components and Supplies,"95660
(38.676557, -121.37729)"
01/29/2014,,2013-2014,,REQ0011932,REQ0011932,NON-IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",1760085,Rodea Auto Tech,,,NO,CA Tire Tax,CA Tire Tax,2,$1.75,$3.50,,,,,,,,,,
03/27/2014,03/27/2014,2013-2014,7-11-51-02,13560180,,NON-IT Goods,,WSCA/Coop,,"State Hospitals, Department of",1001584,Grainger Industrial Supply,,95691,NO,Faucets Pedal Valve,faucet valve,10,$268.81,$2688.10,30181702,30181702,,,,,,,,"95691
(38.575311, -121.560401)"
04/07/2014,04/07/2014,2013-2014,,3175169,,NON-IT Services,Legal Services,NCB,,"General Services, Department of",1770576,Rogers Joseph O'Donnell,,,NO,Arbiration Services,Contractor will provide arbitration services during arbitration hearing,1,$5000.00,$5000.00,80122001,80122001,,,,,,,,
06/16/2014,06/16/2014,2013-2014,,C1300168,,NON-IT Services,Legal Services,Services are specifically exempt by statute,,Franchise Tax Board,1071101,"McDonald, Carano, Wilson LLP",,89501,NO,Legal Services,Legal Services,1,$40000.00,$40000.00,80121904,80121904,,,,,,,,"89501
(39.526489, -119.812407)"
03/28/2014,03/20/2014,2013-2014,,C100-4383,,NON-IT Goods,,Informal Competitive,,"Statewide Health Planning & Development, Office of",10803,River City Office Supply,CA-SB,95811,NO,organizer,organizer,2,$28.00,$56.00,44111523,44111523,,,,,,,,"95811
(38.581053, -121.488564)"
05/19/2014,05/19/2014,2013-2014,,FV350276,,NON-IT Goods,,Informal Competitive,,"Developmental Services, Department of",1755634,Uline,,,NO,Locker,Locker 14,1,$6978.39,$6978.39,56101520,56101520,Lockers,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,
03/24/2014,03/24/2014,2013-2014,1-11-70-04M,4500225850,,IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",1087660,Technology Integration Group,,95814,NO,TONER,TONER,20,$35.42,$708.40,44103127,44103127,,,,,,,,"95814
(38.580427, -121.494396)"
03/27/2014,02/20/2014,2013-2014,,4500220249,,NON-IT Goods,,Formal Competitive,,"Corrections and Rehabilitation, Department of",1755837,PIA,,,NO,EGGS,EGGS,1,$46245.00,$46245.00,50131609,50131609,Prepared eggs,50131600,Eggs and egg substitutes,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,
02/27/2014,02/27/2014,2013-2014,1-13-89-52,4500221629,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",1000624,Food Service Systems Inc,,95076,NO,Corn,Corn,10010,$0.59,$5855.85,50403209,50403209,Butter and sugar corn,50403200,Corn,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products,"95076
(36.937136, -121.765301)"
02/24/2014,02/24/2014,2013-2014,1-10-75-60A,3020-240,,NON-IT Goods,,Statewide Contract,,"Food and Agriculture, Department of",1087660,Technology Integration Group,,95814,NO,toner cartridge,toner cartridge,1,$1280.02,$1280.02,44103127,44103127,,,,,,,,"95814
(38.580427, -121.494396)"
03/17/2014,03/17/2014,2013-2014,1-12-65-05,X1584,,NON-IT Goods,,Statewide Contract,,"Justice, Department of",1744806,Life Technologies Corp,,,NO,lab supply,"Anode buffer containers 3500 SERIES, 4/PK",10,$94.50,$945.00,12161705,12161705,Basic buffers,12161700,Buffers,12160000,Additives,12000000,Chemicals including Bio Chemicals and Gas Materials,
03/26/2014,03/26/2014,2013-2014,,2013-1696,,NON-IT Goods,,Services are specifically exempt by policy,,"Equalization, Board of",1008361,3B INDUSTRIES INC,,73529,NO,chairs,office chairs,1,$5724.00,$5724.00,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"73529
(34.361458, -97.971748)"
03/07/2014,,2013-2014,,REQ0010988,REQ0010988,NON-IT Services,Consulting Services,Formal Competitive,,"Consumer Affairs, Department of",32031,"AMCC, Inc.",CA-MB CA-SB CA-SBE SB WBE WOSB,91320,NO,Arbitration Program,"Develop, administer, and monitor a statewide arbitration program.",1,$1460000.00,$1460000.00,80122001,80122001,,,,,,,,"91320
(34.163619, -118.95474)"
03/07/2014,,2013-2014,7-10-70-15,REQ0012311,REQ0012311,IT Goods,,WSCA/Coop,,"Consumer Affairs, Department of",1458620,"Sprint Solutions, Inc",,66251,NO,Discount,Discount,1,$-7.00,$-7.00,,,,,,,,,,"66251
(38.917268, -94.658414)"
03/26/2014,03/17/2014,2013-2014,,SA13 1019,,NON-IT Services,Personal Services,Fair and Reasonable,,Air Resources Board,1770193,Serves R Us,,,NO,Proof of Service to Defendant,Proof of Service To Defendant,1,$75.00,$75.00,80121904,80121904,,,,,,,,
03/19/2014,03/19/2014,2013-2014,1-11-70-04B,3025-341,,IT Goods,,Statewide Contract,,"Food and Agriculture, Department of",1755386,"Western Blue, an NWN Company",,,NO,Printer,Printer,1,$585.26,$585.26,14111507,14111507,Printer or copier paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,
